image_name,BoxesString
007699_1.png,50 112 64 124
002949_1.png,3 4 17 16
000534_1.png,91 33 102 44
005184_1.png,91 104 108 120
003147_1.png,36 2 50 18
006956_1.png,76 104 88 116
005359_1.png,49 2 63 18
006157_1.png,13 3 25 17
008414_1.png,108 109 123 123
003232_1.png,12 35 27 50
009934_1.png,78 0 92 12;101 81 115 95;51 87 59 97
005332_1.png,23 29 42 46
006728_1.png,2 110 18 126
001754_1.png,40 39 61 57
004978_1.png,5 103 15 114
000137_1.png,111 30 125 42
002174_1.png,49 95 60 105
005676_1.png,50 12 60 22
001090_1.png,112 3 124 17
000223_1.png,40 44 51 55
000646_1.png,68 17 83 29
002514_1.png,69 84 80 98
007501_1.png,100 30 111 41
002691_1.png,34 105 51 121
009530_1.png,77 26 90 40
002344_1.png,111 109 125 127
006834_1.png,22 86 34 97
005827_1.png,51 80 63 91
004298_1.png,31 77 41 87
002172_1.png,109 25 127 42
002047_1.png,51 85 63 97
003930_1.png,106 53 119 66
001478_1.png,49 35 64 50
003321_1.png,31 2 45 18
004400_1.png,27 112 38 124
003685_1.png,98 110 117 126
001704_1.png,7 59 19 73
005144_1.png,13 108 24 119
009826_1.png,95 18 109 34
007511_1.png,26 63 39 75
000273_1.png,11 2 27 18
006783_1.png,34 108 45 118
006619_1.png,18 49 28 60
009073_1.png,63 81 74 93
000097_1.png,32 103 49 124
005223_1.png,45 5 55 15
004920_1.png,18 52 29 64
000854_1.png,36 4 54 26
007886_1.png,45 95 57 106
001179_1.png,102 47 118 64
003152_1.png,35 39 46 51
007598_1.png,92 110 105 125
003982_1.png,19 79 29 89
004791_1.png,85 3 99 17
009428_1.png,54 20 67 32
007129_1.png,72 107 85 122
002051_1.png,0 89 21 110
007657_1.png,47 43 61 57
003239_1.png,19 66 36 81
005529_1.png,25 111 36 125
006922_1.png,106 77 124 95
008940_1.png,60 42 75 56
003426_1.png,64 87 79 104
000434_1.png,19 86 31 98
000595_1.png,113 94 123 104
009157_1.png,90 108 105 125
001592_1.png,85 1 102 19
007069_1.png,91 53 101 64
007097_1.png,112 108 124 120
006187_1.png,48 29 60 42
009659_1.png,35 103 49 122
003831_1.png,51 46 69 65
002590_1.png,54 58 73 75
000167_1.png,70 94 80 104
006656_1.png,5 88 15 98
000721_1.png,53 70 71 88
002301_1.png,8 6 29 26
007034_1.png,37 55 48 65
004372_1.png,73 16 85 29
009219_1.png,54 26 73 48
006000_1.png,73 20 86 31
008505_1.png,11 97 21 107
006673_1.png,83 29 96 41
008292_1.png,13 59 23 69
006042_1.png,113 5 123 15
008316_1.png,74 16 88 31
005061_1.png,103 31 124 47
004955_1.png,92 97 110 118
002696_1.png,62 75 80 89
008885_1.png,44 5 59 20
009388_1.png,72 98 85 110
009341_1.png,13 46 27 64
001177_1.png,73 51 93 66
006749_1.png,72 21 84 33
000873_1.png,20 112 33 124
000701_1.png,29 8 40 22
006870_1.png,112 14 124 25
002730_1.png,104 96 119 109
006984_1.png,58 42 73 57
004899_1.png,110 70 126 88
006522_1.png,4 13 16 25
009490_1.png,2 31 18 47
000620_1.png,98 95 114 108
008217_1.png,113 113 123 123
002023_1.png,5 21 15 31
006675_1.png,17 27 33 44
008411_1.png,99 4 109 16
002516_1.png,77 112 89 124
004953_1.png,1 18 19 37
005155_1.png,63 50 79 63
005383_1.png,77 106 91 119
002407_1.png,103 4 114 16
001736_1.png,33 5 44 15
007541_1.png,74 90 86 102
001562_1.png,51 101 62 112
004946_1.png,98 79 111 93
004089_1.png,40 108 56 125
009508_1.png,22 64 33 76
002104_1.png,100 47 117 65
000925_1.png,3 78 17 91
000785_1.png,43 104 59 117
009993_1.png,40 79 52 91;104 82 116 96;108 106 118 120
004254_1.png,5 55 15 66
002111_1.png,3 60 17 73
000999_1.png,32 81 42 91
009201_1.png,3 18 17 35
007737_1.png,2 89 18 107
000663_1.png,70 112 83 124
001875_1.png,9 62 19 73
005888_1.png,6 19 22 36
006556_1.png,36 47 56 66
005790_1.png,26 104 37 116
000472_1.png,88 22 98 32
000131_1.png,9 42 20 53
004031_1.png,112 31 124 42
006260_1.png,111 3 125 17
000139_1.png,28 111 42 124
003296_1.png,2 90 18 106
003169_1.png,112 4 124 16
007321_1.png,25 57 38 70
008243_1.png,21 113 32 123
001749_1.png,11 100 22 111
005532_1.png,47 26 61 38
000965_1.png,60 102 74 116
005665_1.png,85 7 100 21
008534_1.png,14 94 24 104
009594_1.png,19 36 36 54
006395_1.png,52 53 67 69
000234_1.png,4 15 18 29
000469_1.png,31 66 47 87
005844_1.png,45 42 55 53
002747_1.png,3 79 17 92
003611_1.png,99 12 116 26
000885_1.png,52 76 62 86
007496_1.png,42 112 55 124
003403_1.png,23 6 34 17
006180_1.png,40 18 54 31
009040_1.png,42 73 58 89
007148_1.png,106 113 116 123
007193_1.png,19 90 31 102
006191_1.png,3 97 17 115
004632_1.png,8 2 21 18
007109_1.png,22 9 40 24
000361_1.png,3 68 17 82
000633_1.png,5 23 15 33
003227_1.png,54 48 67 64
006840_1.png,112 87 124 99
001087_1.png,111 39 125 52
001031_1.png,74 11 86 24
006471_1.png,38 40 49 52
009142_1.png,73 5 90 21
008383_1.png,22 77 38 92
006057_1.png,57 15 67 25
009174_1.png,23 113 34 123
008369_1.png,16 55 26 65
005743_1.png,112 112 124 124
009472_1.png,42 73 58 92
002853_1.png,108 63 121 76
009553_1.png,103 2 119 18
004628_1.png,98 52 112 65
007576_1.png,3 57 17 72
000285_1.png,109 30 127 47
006448_1.png,96 100 107 111
003294_1.png,74 22 90 37
004598_1.png,25 48 35 58
009275_1.png,75 1 90 19
007215_1.png,112 74 124 85
007953_1.png,0 56 20 72
001761_1.png,29 37 44 53
003516_1.png,26 50 41 66
005890_1.png,81 5 91 15
005657_1.png,55 71 65 81
006694_1.png,3 80 17 95
004583_1.png,40 91 54 102
000463_1.png,17 33 31 47
001832_1.png,32 96 45 109
007540_1.png,69 44 84 58
006497_1.png,25 89 46 110
002863_1.png,67 3 81 17
000637_1.png,64 22 77 39
006801_1.png,14 60 27 73
001826_1.png,96 18 108 30
007145_1.png,38 62 54 77
000640_1.png,73 33 83 44
009992_1.png,93 36 107 54;81 48 93 58;71 88 81 96
003552_1.png,111 50 125 63
007217_1.png,21 67 35 81
002071_1.png,108 13 125 32
001665_1.png,104 92 114 102
002262_1.png,99 81 109 91
006989_1.png,13 110 28 126
003731_1.png,109 95 120 106
002377_1.png,108 95 128 111
006986_1.png,49 110 63 126
000555_1.png,52 44 66 55
006796_1.png,89 23 103 36
009628_1.png,3 14 17 28
003550_1.png,63 98 81 118
007009_1.png,53 48 65 61
001125_1.png,53 45 72 60
004063_1.png,110 91 126 105
006811_1.png,11 31 23 43
003125_1.png,103 21 119 37
000183_1.png,28 68 38 79
008698_1.png,33 112 45 124
005725_1.png,72 97 83 108
002187_1.png,31 86 45 99
001786_1.png,63 61 75 73
001069_1.png,109 104 123 116
009901_1.png,118 0 128 10;94 7 104 15;46 97 56 109
002417_1.png,59 111 75 125
003596_1.png,40 62 53 77
008352_1.png,74 87 85 98
009401_1.png,5 30 15 41
004243_1.png,32 113 42 123
006027_1.png,84 66 100 79
002387_1.png,74 48 89 61
009180_1.png,98 70 115 86
004259_1.png,47 72 59 85
006877_1.png,97 4 110 16
005362_1.png,61 76 75 89
002992_1.png,89 18 101 32
003062_1.png,2 22 18 36
004802_1.png,98 113 108 123
007080_1.png,10 52 28 70
007852_1.png,105 70 117 81
002528_1.png,111 69 125 81
003628_1.png,44 27 54 37
007374_1.png,83 19 98 39
000229_1.png,60 67 77 85
004357_1.png,37 17 48 29
009200_1.png,56 5 70 20
008904_1.png,18 91 33 105
009444_1.png,14 21 26 32
003099_1.png,77 85 88 96
002869_1.png,2 76 18 97
007004_1.png,4 45 16 57
009510_1.png,80 4 92 16
007127_1.png,34 5 50 18
007237_1.png,54 74 72 92
000379_1.png,68 2 85 18
005813_1.png,37 4 48 16
009635_1.png,7 54 19 65
004221_1.png,9 70 19 80
007861_1.png,85 112 97 124
007198_1.png,19 112 32 124
006856_1.png,100 50 118 65
007043_1.png,97 104 116 123
004692_1.png,1 50 20 66
000344_1.png,36 76 48 88
002118_1.png,45 80 55 90
006598_1.png,49 72 63 91
008760_1.png,103 24 119 38
003644_1.png,26 69 48 90
006488_1.png,15 85 29 99
007150_1.png,95 21 112 42
001514_1.png,77 100 91 115
004222_1.png,23 106 39 123
004464_1.png,79 66 90 77
008002_1.png,58 105 71 120
006615_1.png,33 34 52 53
008859_1.png,106 90 122 106
001495_1.png,13 40 34 57
009427_1.png,61 25 71 35
009861_1.png,86 112 98 124
009602_1.png,49 64 61 76
003859_1.png,33 42 48 58
004547_1.png,54 32 69 45
003965_1.png,2 90 18 109
004264_1.png,109 2 127 23
005866_1.png,17 67 31 82
007284_1.png,64 18 75 30
007125_1.png,108 10 128 32
001499_1.png,7 42 21 56
000690_1.png,3 12 17 26
008095_1.png,65 23 78 36
003557_1.png,82 19 93 29
008644_1.png,45 107 57 121
000126_1.png,58 10 77 24
007593_1.png,110 54 125 70
002008_1.png,4 14 22 32
000621_1.png,4 112 16 124
003201_1.png,2 21 18 37
003081_1.png,28 12 46 29
009188_1.png,86 20 97 31
003719_1.png,95 45 111 61
008111_1.png,7 4 24 21
008198_1.png,106 57 118 69
005405_1.png,87 56 103 70
004362_1.png,68 85 84 99
009636_1.png,103 106 114 118
006358_1.png,85 0 100 20
009730_1.png,70 113 80 123
003177_1.png,90 24 106 38
005363_1.png,1 1 19 19
002955_1.png,106 45 117 57
002000_1.png,39 78 49 89
006220_1.png,38 33 53 49
007117_1.png,55 22 73 37
000550_1.png,65 82 76 93
005126_1.png,5 13 15 24
001005_1.png,85 65 96 79
003093_1.png,106 85 120 96
006584_1.png,31 35 43 48
008801_1.png,6 99 17 110
007544_1.png,74 13 89 28
008934_1.png,9 50 27 68
005506_1.png,46 65 68 81
005628_1.png,30 60 42 74
006507_1.png,92 86 102 97
009263_1.png,97 49 115 64
002887_1.png,75 35 87 48
005108_1.png,11 3 23 17
002941_1.png,111 35 125 48
008559_1.png,17 5 27 15
009359_1.png,95 100 111 113
000258_1.png,75 3 88 17
006951_1.png,15 112 28 124
007681_1.png,36 64 51 79
000997_1.png,20 16 34 28
006007_1.png,37 40 51 52
001101_1.png,13 4 25 16
003449_1.png,8 112 19 123
008110_1.png,57 36 73 50
000724_1.png,26 45 39 58
000010_1.png,58 30 71 43
002784_1.png,103 10 116 23
008051_1.png,39 2 57 18
004973_1.png,59 19 71 30
001654_1.png,2 17 18 33
001448_1.png,112 45 124 59
003806_1.png,64 33 81 50
004340_1.png,33 102 45 113
003345_1.png,103 61 116 75
005147_1.png,95 16 111 29
001053_1.png,43 43 58 61
001693_1.png,64 75 80 88
009590_1.png,33 101 49 116
004142_1.png,60 54 75 69
003181_1.png,3 91 17 107
003123_1.png,29 106 47 123
003063_1.png,104 61 114 71
008263_1.png,55 93 67 105
004132_1.png,36 108 53 128
009430_1.png,17 73 32 86
005683_1.png,5 42 15 54
007468_1.png,17 2 32 18
004959_1.png,55 79 69 96
008029_1.png,38 70 50 85
004755_1.png,113 12 123 23
002762_1.png,113 20 123 31
008312_1.png,73 68 84 78
002688_1.png,32 32 47 48
003214_1.png,61 52 74 67
007649_1.png,1 39 19 58
003484_1.png,101 78 113 90
005280_1.png,26 42 39 58
007100_1.png,111 26 125 39
000719_1.png,8 92 21 105
005550_1.png,7 89 20 104
005868_1.png,3 83 23 103
007400_1.png,69 72 83 85
007149_1.png,89 105 104 124
004838_1.png,83 3 96 17
003064_1.png,100 49 114 63
007916_1.png,4 20 19 32
006313_1.png,30 8 45 23
005456_1.png,77 60 90 73
009049_1.png,113 85 123 96
005555_1.png,59 94 71 106
005412_1.png,112 9 124 21
008476_1.png,34 111 53 125
004639_1.png,7 84 24 104
001362_1.png,17 12 30 25
007909_1.png,95 78 113 97
007997_1.png,47 110 62 126
005982_1.png,5 105 15 115
004216_1.png,40 7 56 20
000305_1.png,7 10 21 24
002246_1.png,52 50 65 62
003913_1.png,18 48 39 68
009211_1.png,64 5 81 20
007617_1.png,46 94 63 109
003978_1.png,84 33 96 45
003707_1.png,109 102 127 120
004348_1.png,67 59 79 71
003156_1.png,73 85 83 95
007037_1.png,112 22 124 33
004494_1.png,12 46 25 61
001437_1.png,93 0 110 21
008228_1.png,109 10 127 29
000990_1.png,110 102 126 117
001379_1.png,99 105 113 121
002392_1.png,5 89 18 102
002161_1.png,74 98 84 108
006291_1.png,110 102 126 116
009870_1.png,19 47 33 61
001397_1.png,4 11 16 22
007058_1.png,19 108 32 122
000369_1.png,3 9 17 23
008488_1.png,100 81 118 98
006195_1.png,67 109 77 119
003312_1.png,91 2 109 18
003671_1.png,85 107 99 126
009738_1.png,4 111 16 125
009492_1.png,3 81 17 96
003420_1.png,88 86 98 96
005599_1.png,5 1 21 19
004845_1.png,102 59 114 70
009429_1.png,35 7 56 27
004511_1.png,3 96 17 114
002495_1.png,24 66 38 79
008339_1.png,5 53 19 68
007439_1.png,4 37 22 55
009889_1.png,98 82 110 94
008719_1.png,89 43 104 57
002179_1.png,54 73 72 86
004522_1.png,109 14 120 26
005287_1.png,62 35 72 46
009700_1.png,25 113 36 123
007407_1.png,110 113 120 123
009092_1.png,95 51 115 71
003675_1.png,50 88 63 100
008967_1.png,38 8 50 18
009110_1.png,50 91 64 105
003446_1.png,76 56 90 68
002695_1.png,45 5 60 19
001938_1.png,78 57 97 76
004413_1.png,20 90 30 101
003848_1.png,1 31 19 51
003356_1.png,18 93 32 106
006044_1.png,4 77 16 89
002940_1.png,4 24 16 36
006106_1.png,75 43 91 61
005029_1.png,109 3 127 17
005783_1.png,32 113 43 123
000868_1.png,107 109 125 124
001115_1.png,109 113 121 123
002828_1.png,43 74 55 88
007322_1.png,47 108 66 128
